Species;Strategy;Population;Year;Pollinarium_removal;Fruit_set;Height;N_Flowers;N_Fruits;Fruit_fail;Pollinia_missing;Pollinia_not_removed;Labellum_lenght;Labellum_width;Petal_lenght;Petal_width;Inbreeding_Fruit_set;Inbreeding_Seed_viability;Inbreeding_Cumulative;Pollen_limitation
S. lingua;Shelter+Sexual;Puigpunyent;2021;0;0;13.5;2;0;2;0;4;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Son Gual;2021;0;0;13.5;3;0;3;0;6;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Son Real;2021;0;0;13.5;4;0;4;0;8;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Algaida;2021;0;0;13.4;3;0;3;0;6;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Son Doblons;2021;0;0;13.2;3;0;3;0;6;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Son Real;2021;0;0;13.2;2;0;2;0;4;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Son Real;2021;0;0;13.2;2;0;2;0;4;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Bellver;2021;0;0;13.1;2;0;2;0;4;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Bellver;2021;0;0;13;2;0;2;0;4;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Bellver;2021;0;0;13;2;0;2;0;4;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Bellver2;2021;0;0;13;1;0;1;0;2;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Bellver2;2021;0;0;13;2;0;2;0;4;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Llubi;2021;0;0;13;2;0;2;0;4;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Son Gual;2021;0;0;13;3;0;3;0;6;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Bellver;2021;0;0;12.8;2;0;2;0;4;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Bellver;2021;0;0;12.6;3;0;3;0;6;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Son Real;2021;0;0;12.5;3;0;3;0;6;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Son Real;2021;0;0;12.5;2;0;2;0;4;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Algaida;2021;0;0;12.4;2;0;2;0;4;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Bellver;2021;0;0;12.3;2;0;2;0;4;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Son Doblons;2021;0;0;12.3;2;0;2;0;4;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Son Gual;2021;0;0;12.3;2;0;2;0;4;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Puigpunyent;2021;0;0;12.2;2;0;2;0;4;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Algaida;2021;0;0;12.1;2;0;2;0;4;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Algaida;2021;0;0;12;2;0;2;0;4;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Puigpunyent;2021;0;0;12;2;0;2;0;4;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Son Real;2021;0;0;12;2;0;2;0;4;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Bellver;2021;0;0;11.9;2;0;2;0;4;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Son Real;2021;0;0;11.9;2;0;2;0;4;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Algaida;2021;0;0;11.6;2;0;2;0;4;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Algaida;2021;0;0;11.6;2;0;2;0;4;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Bellver;2021;0;0;11.6;2;0;2;0;4;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Bellver;2021;0;0;11.6;2;0;2;0;4;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Bellver;2021;0;0;11.5;3;0;3;0;6;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Burguesa;2021;0;0;11.5;1;0;1;0;2;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Burguesa;2021;0;0;11.5;2;0;2;0;4;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Son Real;2021;0;0;11.5;3;0;3;0;6;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Bellver;2021;0;0;11.4;2;0;2;0;4;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Algaida;2021;0;0;11.3;2;0;2;0;4;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Puigpunyent;2021;0;0;11.2;2;0;2;0;4;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Algaida;2021;0;0;11;3;0;3;0;6;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Son Gual;2021;0;0;11;1;0;1;0;2;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Bellver;2021;0;0;10.9;2;0;2;0;4;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Bellver;2021;0;0;10.6;2;0;2;0;4;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Algaida;2021;0;0;10.5;2;0;2;0;4;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Puigpunyent;2021;0;0;10.5;3;0;3;0;6;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Bellver;2021;0;0;10.4;2;0;2;0;4;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Son Doblons;2021;0;0;10.1;3;0;3;0;6;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Algaida;2021;0;0;10;3;0;3;0;6;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Burguesa;2021;0;0;10;1;0;1;0;2;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Algaida;2021;0;0;9.8;2;0;2;0;4;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Bellver;2021;0;0;9.4;2;0;2;0;4;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Algaida;2021;0;0;9.3;2;0;2;0;4;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Algaida;2021;0;0;9.2;2;0;2;0;4;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Algaida;2021;0;0;9.2;2;0;2;0;4;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Burguesa;2021;0;0;9;2;0;2;0;4;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Puigpunyent;2021;0;0;9;2;0;2;0;4;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Algaida;2021;0;0;8.9;2;0;2;0;4;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Burguesa;2021;0;0;8.5;2;0;2;0;4;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Puigpunyent;2021;0;0;8.5;2;0;2;0;4;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Bellver;2021;0;0;8.1;2;0;2;0;4;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Bellver;2021;0;0;8.1;2;0;2;0;4;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Burguesa;2021;0;0;8;2;0;2;0;4;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Burguesa;2021;0;0;8;2;0;2;0;4;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Burguesa;2021;0;0;7.5;1;0;1;0;2;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Burguesa;2021;0;0;7.5;2;0;2;0;4;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Puigpunyent;2021;0;0;7.5;2;0;2;0;4;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Burguesa;2021;0;0;7;2;0;2;0;4;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Burguesa;2021;0;0;7;1;0;1;0;2;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Burguesa;2021;0;0;7;2;0;2;0;4;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Burguesa;2021;0;0;6.5;2;0;2;0;4;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Burguesa;2021;0;0;6.5;2;0;2;0;4;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Burguesa;2021;0;0;6;1;0;1;0;2;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Burguesa;2021;0;0;6;1;0;1;0;2;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Burguesa;2021;0;0;6;1;0;1;0;2;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Burguesa;2021;0;0;5.5;1;0;1;0;2;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Bellver;2021;0;0;5.4;2;0;2;0;4;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Burguesa;2021;0;0;4.5;1;0;1;0;2;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Bellver2;2021;0;0;;2;0;2;0;4;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Bellver;2021;0;0.5;18.8;2;1;1;0;4;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Algaida;2021;0;0.5;10.5;2;1;1;0;4;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Bellver;2021;0.125;0;19;4;0;4;1;7;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Bellver;2021;0.166666667;0;20.7;3;0;3;1;5;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Son Gual;2021;0.166666667;0;19.5;3;0;3;1;5;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Son Gual;2021;0.166666667;0;18.5;3;0;3;1;5;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Caubet;2021;0.2;0;32;5;0;5;2;8;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Llubi;2021;0.2;0.2;25;5;1;4;2;8;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Son Gual;2021;0.2;0.2;23.5;5;1;4;2;8;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Puigpunyent;2021;0.25;0;18.5;4;0;4;2;6;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Son Real;2021;0.25;0;18.2;4;0;4;2;6;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Bellver;2021;0.25;0;13.1;2;0;2;1;3;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Son Gual;2021;0.333333333;0;22;3;0;3;2;4;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Puigpunyent;2021;0.333333333;0;16.5;3;0;3;2;4;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Son Doblons;2021;0.333333333;0;14.5;3;0;3;2;4;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Bellver;2021;0.333333333;0;12.9;3;0;3;2;4;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Bellver2;2021;0.5;0;22;4;0;4;4;4;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Bellver2;2021;0.5;0;20.5;2;0;2;2;2;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Son Gual;2021;0.5;0;17.6;4;0;4;4;4;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Caubet;2021;0.5;0;17.5;2;0;2;2;2;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Puigpunyent;2021;0.5;0;15.5;4;0;4;4;4;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Son Real;2021;0.5;0;15;2;0;2;2;2;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Son Real;2021;0.5;0;14;2;0;2;2;2;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Son Real;2021;0.5;0;13;2;0;2;2;2;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Bellver;2021;0.5;0;12.4;2;0;2;2;2;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Algaida;2021;0.5;0;11.4;2;0;2;2;2;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Son Real;2021;0.5;0;11.2;2;0;2;2;2;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Puigpunyent;2021;0.5;0;9.5;2;0;2;2;2;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Son Doblons;2021;0.5;0;9.4;2;0;2;2;2;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Puigpunyent;2021;0.5;0.25;17.2;4;1;3;4;4;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Bellver2;2021;0.5;0.5;16;2;1;1;2;2;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Algaida;2021;0.666666667;0;12.9;3;0;3;4;2;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Son Real;2021;0.666666667;0;10.5;3;0;3;4;2;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Llubi;2021;0.75;0;27;4;0;4;6;2;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Son Gual;2021;1;0;17;2;0;2;4;0;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Son Real;2021;1;0;14.2;3;0;3;6;0;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. lingua;Shelter+Sexual;Bellver2;2021;1;0;;2;0;2;4;0;12.9;6.5;14;2.5;0.31;0.16;0.42;0.98
S. parviflora;Spontaneous selfing;Son Doblons;2021;0;0;22.2;5;0;5;0;10;7.5;3.3;7.8;3.5;-0.02;0.03;0.01;0.01
S. parviflora;Spontaneous selfing;Son Doblons;2021;0;0;22;8;0;8;0;16;7.5;3.3;7.8;3.5;-0.02;0.03;0.01;0.01
S. parviflora;Spontaneous selfing;Son Doblons;2021;0;0;21;6;0;6;0;12;7.5;3.3;7.8;3.5;-0.02;0.03;0.01;0.01
S. parviflora;Spontaneous selfing;Son Doblons;2021;0;0;20.5;7;0;7;0;14;7.5;3.3;7.8;3.5;-0.02;0.03;0.01;0.01
S. parviflora;Spontaneous selfing;Son Doblons;2021;0;0;20;6;0;6;0;12;7.5;3.3;7.8;3.5;-0.02;0.03;0.01;0.01
S. parviflora;Spontaneous selfing;Son Doblons;2021;0;0;19;6;0;6;0;12;7.5;3.3;7.8;3.5;-0.02;0.03;0.01;0.01
S. parviflora;Spontaneous selfing;Son Doblons;2021;0;0;16.6;5;0;5;0;10;7.5;3.3;7.8;3.5;-0.02;0.03;0.01;0.01
S. parviflora;Spontaneous selfing;Llubi2;2021;0;0;16.5;3;0;3;0;6;7.5;3.3;7.8;3.5;-0.02;0.03;0.01;0.01
S. parviflora;Spontaneous selfing;Son Doblons;2021;0;0;16.4;4;0;4;0;8;7.5;3.3;7.8;3.5;-0.02;0.03;0.01;0.01
S. parviflora;Spontaneous selfing;Son Doblons;2021;0;0;15.6;4;0;4;0;8;7.5;3.3;7.8;3.5;-0.02;0.03;0.01;0.01
S. parviflora;Spontaneous selfing;Son Doblons;2021;0;0;10.1;2;0;2;0;4;7.5;3.3;7.8;3.5;-0.02;0.03;0.01;0.01
S. parviflora;Spontaneous selfing;Son Veri;2021;0;0;7.3;2;0;2;0;4;7.5;3.3;7.8;3.5;-0.02;0.03;0.01;0.01
S. parviflora;Spontaneous selfing;Son Veri;2021;0;0;6.8;2;0;2;0;4;7.5;3.3;7.8;3.5;-0.02;0.03;0.01;0.01
S. parviflora;Spontaneous selfing;Son Doblons;2021;0;0.333333333;8.6;3;1;2;0;6;7.5;3.3;7.8;3.5;-0.02;0.03;0.01;0.01
S. parviflora;Spontaneous selfing;Puigpunyent;2021;0;0.5;17;4;2;2;0;8;7.5;3.3;7.8;3.5;-0.02;0.03;0.01;0.01
S. parviflora;Spontaneous selfing;Llubi2;2021;0;0.5;10;2;1;1;0;4;7.5;3.3;7.8;3.5;-0.02;0.03;0.01;0.01
S. parviflora;Spontaneous selfing;Son Veri;2021;0;0.5;9.5;2;1;1;0;4;7.5;3.3;7.8;3.5;-0.02;0.03;0.01;0.01
S. parviflora;Spontaneous selfing;Son Veri;2021;0;0.5;8.7;2;1;1;0;4;7.5;3.3;7.8;3.5;-0.02;0.03;0.01;0.01
S. parviflora;Spontaneous selfing;Llubi2;2021;0;0.5;8.5;2;1;1;0;4;7.5;3.3;7.8;3.5;-0.02;0.03;0.01;0.01
S. parviflora;Spontaneous selfing;Sa Torre;2021;0;0.5;8;2;1;1;0;4;7.5;3.3;7.8;3.5;-0.02;0.03;0.01;0.01
S. parviflora;Spontaneous selfing;Sa Torre;2021;0;0.5;6.5;2;1;1;0;4;7.5;3.3;7.8;3.5;-0.02;0.03;0.01;0.01
S. parviflora;Spontaneous selfing;Llubi;2021;0;0.666666667;22;3;2;1;0;6;7.5;3.3;7.8;3.5;-0.02;0.03;0.01;0.01
S. parviflora;Spontaneous selfing;Llubi;2021;0;0.666666667;21;3;2;1;0;6;7.5;3.3;7.8;3.5;-0.02;0.03;0.01;0.01
S. parviflora;Spontaneous selfing;Llubi2;2021;0;0.666666667;19;3;2;1;0;6;7.5;3.3;7.8;3.5;-0.02;0.03;0.01;0.01
S. parviflora;Spontaneous selfing;Llubi2;2021;0;0.666666667;17;3;2;1;0;6;7.5;3.3;7.8;3.5;-0.02;0.03;0.01;0.01
S. parviflora;Spontaneous selfing;Caubet;2021;0;0.666666667;13;3;2;1;0;6;7.5;3.3;7.8;3.5;-0.02;0.03;0.01;0.01
S. parviflora;Spontaneous selfing;Puigpunyent;2021;0;0.666666667;11.7;3;2;1;0;6;7.5;3.3;7.8;3.5;-0.02;0.03;0.01;0.01
S. parviflora;Spontaneous selfing;Sa Torre;2021;0;0.666666667;11;3;2;1;0;6;7.5;3.3;7.8;3.5;-0.02;0.03;0.01;0.01
S. parviflora;Spontaneous selfing;Sa Torre;2021;0;0.666666667;7.4;3;2;1;0;6;7.5;3.3;7.8;3.5;-0.02;0.03;0.01;0.01
S. parviflora;Spontaneous selfing;Caubet;2021;0;0.75;30.5;4;3;1;0;8;7.5;3.3;7.8;3.5;-0.02;0.03;0.01;0.01
S. parviflora;Spontaneous selfing;Llubi;2021;0;0.75;27;4;3;1;0;8;7.5;3.3;7.8;3.5;-0.02;0.03;0.01;0.01
S. parviflora;Spontaneous selfing;Puigpunyent;2021;0;0.75;15.5;4;3;1;0;8;7.5;3.3;7.8;3.5;-0.02;0.03;0.01;0.01
S. parviflora;Spontaneous selfing;son Bosc;2021;0;0.75;15.5;4;3;1;0;8;7.5;3.3;7.8;3.5;-0.02;0.03;0.01;0.01
S. parviflora;Spontaneous selfing;Llubi;2021;0;1;35;3;3;0;0;6;7.5;3.3;7.8;3.5;-0.02;0.03;0.01;0.01
S. parviflora;Spontaneous selfing;Llubi2;2021;0;1;32;4;4;0;0;8;7.5;3.3;7.8;3.5;-0.02;0.03;0.01;0.01
S. parviflora;Spontaneous selfing;Llubi2;2021;0;1;31;4;4;0;0;8;7.5;3.3;7.8;3.5;-0.02;0.03;0.01;0.01
S. parviflora;Spontaneous selfing;Llubi2;2021;0;1;29;4;4;0;0;8;7.5;3.3;7.8;3.5;-0.02;0.03;0.01;0.01
S. parviflora;Spontaneous selfing;Son Gual;2021;0;1;26.5;10;10;0;0;20;7.5;3.3;7.8;3.5;-0.02;0.03;0.01;0.01
S. parviflora;Spontaneous selfing;Caubet;2021;0;1;25.5;4;4;0;0;8;7.5;3.3;7.8;3.5;-0.02;0.03;0.01;0.01
S. parviflora;Spontaneous selfing;Llubi;2021;0;1;25;3;3;0;0;6;7.5;3.3;7.8;3.5;-0.02;0.03;0.01;0.01
S. parviflora;Spontaneous selfing;Llubi2;2021;0;1;25;4;4;0;0;8;7.5;3.3;7.8;3.5;-0.02;0.03;0.01;0.01
S. parviflora;Spontaneous selfing;Llubi2;2021;0;1;25;5;5;0;0;10;7.5;3.3;7.8;3.5;-0.02;0.03;0.01;0.01
S. parviflora;Spontaneous selfing;Llubi2;2021;0;1;25;4;4;0;0;8;7.5;3.3;7.8;3.5;-0.02;0.03;0.01;0.01
S. parviflora;Spontaneous selfing;Llubi2;2021;0;1;25;3;3;0;0;6;7.5;3.3;7.8;3.5;-0.02;0.03;0.01;0.01
S. parviflora;Spontaneous selfing;Caubet;2021;0;1;24.5;4;4;0;0;8;7.5;3.3;7.8;3.5;-0.02;0.03;0.01;0.01
S. parviflora;Spontaneous selfing;Llubi;2021;0;1;24.2;5;5;0;0;10;7.5;3.3;7.8;3.5;-0.02;0.03;0.01;0.01
S. parviflora;Spontaneous selfing;Caubet;2021;0;1;24;4;4;0;0;8;7.5;3.3;7.8;3.5;-0.02;0.03;0.01;0.01
S. parviflora;Spontaneous selfing;Llubi;2021;0;1;24;3;3;0;0;6;7.5;3.3;7.8;3.5;-0.02;0.03;0.01;0.01
S. parviflora;Spontaneous selfing;Caubet;2021;0;1;23.5;4;4;0;0;8;7.5;3.3;7.8;3.5;-0.02;0.03;0.01;0.01
S. parviflora;Spontaneous selfing;Sa Torre;2021;0;1;23.5;5;5;0;0;10;7.5;3.3;7.8;3.5;-0.02;0.03;0.01;0.01
S. parviflora;Spontaneous selfing;Son Gual;2021;0;1;23.5;7;7;0;0;14;7.5;3.3;7.8;3.5;-0.02;0.03;0.01;0.01
S. parviflora;Spontaneous selfing;Caubet;2021;0;1;23;2;2;0;0;4;7.5;3.3;7.8;3.5;-0.02;0.03;0.01;0.01
S. parviflora;Spontaneous selfing;Llubi;2021;0;1;23;3;3;0;0;6;7.5;3.3;7.8;3.5;-0.02;0.03;0.01;0.01
S. parviflora;Spontaneous selfing;Llubi2;2021;0;1;23;3;3;0;0;6;7.5;3.3;7.8;3.5;-0.02;0.03;0.01;0.01
S. parviflora;Spontaneous selfing;Llubi2;2021;0;1;23;3;3;0;0;6;7.5;3.3;7.8;3.5;-0.02;0.03;0.01;0.01
S. parviflora;Spontaneous selfing;son Bosc;2021;0;1;23;7;7;0;0;14;7.5;3.3;7.8;3.5;-0.02;0.03;0.01;0.01
S. parviflora;Spontaneous selfing;Son Gual;2021;0;1;23;4;4;0;0;8;7.5;3.3;7.8;3.5;-0.02;0.03;0.01;0.01
S. parviflora;Spontaneous selfing;UIB;2021;0;1;22.5;5;5;0;0;10;7.5;3.3;7.8;3.5;-0.02;0.03;0.01;0.01
S. parviflora;Spontaneous selfing;UIB;2021;0;1;22.5;5;5;0;0;10;7.5;3.3;7.8;3.5;-0.02;0.03;0.01;0.01
S. parviflora;Spontaneous selfing;Caubet;2021;0;1;22;4;4;0;0;8;7.5;3.3;7.8;3.5;-0.02;0.03;0.01;0.01
S. parviflora;Spontaneous selfing;Llubi;2021;0;1;22;3;3;0;0;6;7.5;3.3;7.8;3.5;-0.02;0.03;0.01;0.01
S. parviflora;Spontaneous selfing;Llubi2;2021;0;1;22;3;3;0;0;6;7.5;3.3;7.8;3.5;-0.02;0.03;0.01;0.01
S. parviflora;Spontaneous selfing;Llubi2;2021;0;1;22;2;2;0;0;4;7.5;3.3;7.8;3.5;-0.02;0.03;0.01;0.01
S. parviflora;Spontaneous selfing;Caubet;2021;0;1;21.5;4;4;0;0;8;7.5;3.3;7.8;3.5;-0.02;0.03;0.01;0.01
S. parviflora;Spontaneous selfing;Caubet;2021;0;1;21.5;4;4;0;0;8;7.5;3.3;7.8;3.5;-0.02;0.03;0.01;0.01
S. parviflora;Spontaneous selfing;son Bosc;2021;0;1;21.1;4;4;0;0;8;7.5;3.3;7.8;3.5;-0.02;0.03;0.01;0.01
S. parviflora;Spontaneous selfing;Llubi;2021;0;1;21;3;3;0;0;6;7.5;3.3;7.8;3.5;-0.02;0.03;0.01;0.01
S. parviflora;Spontaneous selfing;Caubet;2021;0;1;20.5;3;3;0;0;6;7.5;3.3;7.8;3.5;-0.02;0.03;0.01;0.01
S. parviflora;Spontaneous selfing;Sa Torre;2021;0;1;20.5;2;2;0;0;4;7.5;3.3;7.8;3.5;-0.02;0.03;0.01;0.01
S. parviflora;Spontaneous selfing;son Bosc;2021;0;1;20.5;3;3;0;0;6;7.5;3.3;7.8;3.5;-0.02;0.03;0.01;0.01
